timestamp_us,raw_mag,filtered,ax,ay,az
15617521,4.971,1.246,-2.352,1.665,-4.051
15627884,4.756,1.377,-4.151,-0.631,-2.232
15637783,4.402,1.403,-4.033,-1.001,-1.453
15647453,3.253,1.244,-3.043,-0.4,-1.079
15657441,2.813,0.932,-2.601,0.544,-0.923
15667433,2.662,0.617,-2.303,0.663,-1.159
15677433,2.855,0.372,-1.823,0.154,-2.192
15687804,3.159,0.235,-1.595,-0.006,-2.727
15697481,3.143,0.159,-1.757,0.327,-2.585
15707433,3.0,0.081,-2.15,0.901,-1.888
15718415,2.891,-0.009,-2.298,0.644,-1.632
15727719,3.024,-0.075,-2.395,0.527,-1.769
15737453,3.288,-0.082,-2.544,0.66,-1.976
15747441,3.315,-0.053,-2.262,1.018,-2.2
15757433,3.369,-0.022,-2.194,1.233,-2.239
15767441,2.889,-0.045,-1.292,1.683,-1.96
15777559,2.779,-0.129,-0.828,1.737,-2.005
15787468,2.76,-0.208,-0.75,1.702,-2.04
15797433,2.651,-0.281,-0.836,1.587,-1.953
15807433,3.162,-0.291,-1.716,1.87,-1.887
15817433,2.998,-0.257,-1.43,2.043,-1.664
15828766,3.381,-0.204,-1.493,2.358,-1.908
15837566,3.044,-0.157,-0.455,2.219,-2.033
15847433,2.787,-0.185,0.239,1.996,-1.931
15857433,2.503,-0.267,1.202,1.399,-1.692
15867433,2.712,-0.336,2.25,0.442,-1.447
15877433,2.79,-0.355,2.501,-0.193,-1.221
15887942,2.952,-0.34,2.53,-1.45,-0.462
15897453,2.166,-0.395,1.798,-1.143,-0.392
15907433,1.716,-0.574,1.511,-0.726,-0.368
15917433,1.15,-0.822,1.118,0.115,-0.242
15927693,1.972,-0.979,1.632,1.09,0.19
15937699,2.2,-0.975,1.372,1.495,0.85
